
国务院国有企业改革领导小组办公室	翁杰明	近日 ， 	国务院 国有 企业 改革 领导 小组 办公室 	副主任 、 国务院 国资委 副主任 	翁杰明 	赴 中国 黄金 集团 中金 珠宝 股份 有限 公司 和 北新 集团 建材 股份 有限 公司 两 家 “ 双百 企业 ” 进行 调研 ， 先后 参观 了 中国 黄金 旗舰店 、 北 新 建材 未来 建筑 馆 等 ， 并与 有关 企业 进行 了 座谈 交流 

建宇	中国新兴建设开发有限责任公司	会议 由 建委 科技处 调研员 徐东林 主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 	建宇 	（ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 	中国 新兴 建设 开发 有限 责任 公司 	副总工程师 李栋 ， 建研 科技 股份 公司 高 性能 混凝土 研究 中心 主任 周永祥 等 审查 专家 出席 会议 

中国建材集团	宋志平	受 	中国 建材 集团 	董事长 	宋志平 	委托 ， 副董事长 李新华 陪同 调研 指导 

中铝集团	万红岩	注 ： 本文 素材 由 计划 经营部 提供 	中铝 集团 	人 资部 来 公司 调研 指导 10月 28日 ， 	万 红岩 	 

中国银行（卢森堡）有限公司波兰分行	徐坚	会见 波兰 投资 贸易局 局长 托马斯·皮苏拉 （ 右 二 ） 同 	中国 银行 （ 卢森堡 ） 有限 公司 波兰 分行 	座谈 代表团 在 出访 期间 还 拜会 了 我 驻 俄罗斯 大使 李辉 和 驻 波兰 大使 	徐坚 	 

杨早林	四川省企业家协会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 	杨早林 	先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 四川省 企业 联合会 、 	四川省 企业家 协会 	副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 

内蒙古北控易嘉生态环境治理有限公司	尹斌	 	内蒙古 北控 易嘉 生态 环境 治理 有限 公司 	总经理 	尹斌 	、 副总经理 何俊峰 、 造价 部 经理 董亚林 、 工程部 经理 鈕殿金 陪同 调研 

刘勇	中煤新集公司	平朔 集团 “ 不忘 初 心 牢记 使命 ” 主题 教育 集中 学习 研讨会 大屯 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 专题 讲座 新集 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 国投 煤炭 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 中心 组 （ 扩大 ） 学习会 中煤 蒙 大 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 中心 组 （ 扩大 ） 学习会 新疆 分公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 中煤 资产 管理 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 同步 开展 调查 研究 6月 19日 至 20日 ， 	刘勇 	同志 围绕 矿井 掘进 提效 到 	中煤 新集 公司 	和 淮南 矿业 集团 调研 

鲁泰	济宁）有限公司	调研组 先后 对 济宁市 中山 公用 水 务 有限 公司 、 济宁 落陵 春辉 机械 制造 有限 公司 、 	鲁泰 	控股 凯本 金威 特种 化学品 （ 	济宁 ） 有限 公司 	进行 了 调研 ， 听取 了 混合 所有制 改革 工作 情况 汇报 、 召开 了 座谈会 ， 对 生产 车间 进行 了 实地 走访 ， 了解 了 基层 干部 群众 的 反映 ， 在 推进 混合 所有制 过程 中 采取 的 措施 ， 取得 的 成效 ， 遇到 的 困难 ， 需要 提请 市 经济 体制 改革 专项 小组 解决 的 问题 等 

郝鹏	-Transnet轨道交通装备有限公司	在 南 期间 ， 	郝鹏 	还 访问 了 南非 最 大 的 国有 企业 国家 电力 公司 （ Eskom ） ， 并 赴 中车 	- Transnet 轨道 交通 装备 有限 公司 	、 中钢 南非 公司 、 国家 能源 集团 龙源 南非 可 再生 能源 有限 公司 等 中央 企业 驻 南 机构 实地 调研 ， 了解 国际化 经营 情况 和 改革 发展 党建 工作 

丛培模	湖南兴湘投资控股集团有限公司	9月 19日 ， 湖南省 国资委 主任 	丛培模 	带队 到 	湖南 兴湘 投资 控股 集团 有限 公司 	调研 企业 重组 整合 、 国资 营运 平台 建设 等 工作 

郝鹏	湘投金天钛金属公司	据 国务院 国资委 26日 消息 ， 近日 ， 国务院 国资委 主任 	郝鹏 	在 湖南省 深入 中 联 重科 、 	湘投金天钛 金属 公司 	等 企业 调研 ， 详细 了解 企业 生产 经营 、 自主 创新 和 推进 改革 情况 ， 并 主持 召开 国有 企业 改革 座谈会 

陕药集团	西安	调研组 先后 来到 	陕 药 集团 	权属 企业 	西安 	杨森 新老 工厂 、 

神华乌海能源有限责任公司	雷军	 	神华 乌海 能源 有限 责任 公司 	工程 管理部 经理 苏全喜 、 内蒙古 诚裕 信 工程 项目 管理 有限 公司 董事长 庞有国 、 副总经理 	雷军 	受邀 参加 调研 

郝鹏	中国第二重型机械集团有限公司	11月22日 ， 国务院 国资委 主任 	郝鹏 	到 国机 集团 所 属国 机 重型 装备 集团 股份 有限 公司 （ 以下 简称 “ 国机 重装 ” ） 、 	中国 第二 重型 机械 集团 有限 公司 	（ 以下 简称 “ 中国 二重 ” ） 调研 

翁杰明	华为技术有限公司	调研 期间 ， 	翁杰明 	还 与 	华为 技术 有限 公司 	进行 了 座谈 ， 并 参观 了 企业 展厅 

中国有色集团党委	张贞民	国务院 国资委 办公厅 有关 同志 ， 	中国 有色 集团 党委 	副书记 、 工会 主席 董长清 ， 纪委 书记 	张贞民 	， 总经理 助理 梁博益 及 总部 各 部门 、 相关 出资 企业 负责 同志 参加 调研 

国务院国有企业改革领导小组办公室	翁杰明	3月 28日 ， 	国务院 国有 企业 改革 领导 小组 办公室 	副主任 、 国务院 国资委 副主任 	翁杰明 	赴 中国 黄金 集团 中金 珠宝 股份 有限 公司 和 北新 集团 建材 股份 有限 公司 两 家 “ 双百 企业 ” 进行 调研 ， 先后 参观 了 中国 黄金 旗舰店 、 北 新 建材 未来 建筑 馆 等 ， 并与 有关 企业 进行 了 座谈 交流 

郝鹏	湘投金天钛金属公司	责任 编辑 ： 李锋 《 湖南 国企 改革 不断 取得 突破 八 项 重点 改革 稳步 推进 》 相关 文章 推荐 三 ： 	郝鹏 	: 加快 推进 国有 企业 改革 	湘投金天钛 金属 公司 	 

李鸿	保利集团党委	 	李鸿 	在 陪同 调研 过程 中 强调 ： 一 是 保利 久联 将 一如既往 严格 落实 党中央 、 贵州 省委 省政府 、 	保利 集团 党委 	和 贵州省 国资委 党委 关于 履行 国企 责任 ， 积极 参与 地方 扶贫 ， 打好 脱贫 攻坚战 要求 ， 坚决 打好 册亨 脱贫 攻坚仗 

孙喜民	陕药集团	3月 21日 至 22日 ， 省 国资委 党委 副书记 、 主任 任国 、 副主任 	孙喜民 	、 省工 信 厅 总 工程师 崔跃民 等 一行 带着 振兴 陕西 医药 产业 的 命题 赴 	陕 药 集团 	开展 了 为期 两 天 的 调研 活动 ， 

四川省企业联合会	罗召贵	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 	四川省 企业 联合会 	、 四川省 企业家 协会 副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 	罗召贵 	先生 等 领导 及 相关 政府 部门 负责人 出席 大会 

中国建材集团	宋志平	浙江省 副省长 朱从玖 ， 	中国 建材 集团 	党委 书记 、 董事长 	宋志平 	陪同 调研 ， 中国 巨石 党委 书记 、 总裁 张毓强 热情 接待 并 汇报 工作 

郝鹏	国机智能科技有限公司	 	郝鹏 	先后 深入 国机 集团 所属 	国机 智能 科技 有限 公司 	、 航空 工业 集团 所属 中航 通用 飞机 有限 责任 公司 和 广州 汽车 、 珠海 格力 电器 等 调研 ， 参观 企业 科研 展厅 、 实验室 、 生产 车间 ， 与 一 线 科研 人员 、 技能 工人 深入 交流 ， 详细 了解 企业 科技 研发 、 转型 升级 、 创新 发展 情况 

河北建工集团党委	张庆虎	2月 21日 ， 由 河北省 国资委 党委 副书记 曹海燕 带队 ， 河 钢 集团 党委 副书记 李炳军 、 	河北 建工 集团 党委 	副书记 	张庆虎 	， 河北省 国资委 党建处 、 改革 改组 处 ， 河北 建 投 集团 有关 人员 组成 的 调研组 来 公司 ， 就 公司 党建 工作 情况 进行 专题 调研 

东北轻合金有限责任公司	习近平	本报讯 2月 17日 ， 国务院 国资委 主任 、 党委 副书记 郝鹏在 	东北 轻 合金 有限 责任 公司 	考察 调研 时 强调 ， 要 深入 学习 贯彻 	习近平 	新时代 中国 特色 社会主义 思想 和 

中车株机公司	周清和	中国 驻 南非 大使馆 商务 参赞 赵中屹 ， 中国 中车 董事长 、 党委 书记 刘化龙 ， 	中车 株机 公司 	董事长 、 党委 书记 	周清 和 	等 陪同 调研 

神华乌海能源有限责任公司	苏全喜	 	神华 乌海 能源 有限 责任 公司 	工程 管理部 经理 	苏全喜 	、 内蒙古 诚裕 信 工程 项目 管理 有限 公司 董事长 庞有国 、 副总经理 雷军 受邀 参加 调研 

徐东林	建研科技股份公司高性能混凝土研究中心	会议 由 建委 科技处 调研员 	徐东林 	主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 建宇 （ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 中国 新兴 建设 开发 有限 责任 公司 副总工程师 李栋 ， 	建 研 科技 股份 公司 高 性能 混凝土 研究 中心 	主任 周永祥 等 审查 专家 出席 会议 

波瑞公司	王德强	总经理 姜涛 、 监事会 主席 张文涛 、 副总经理 姬剑锷 、 副总经理 张宪宝 ， 爱 	波瑞 公司 	董事长 王洪艳 、 总裁 	王德强 	等 领导 陪同 调研 和 座谈 

陈放	四川省企业家协会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 	陈放 	先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 四川省 企业 联合会 、 	四川省 企业家 协会 	副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 

郝鹏	南京工艺装备制造有限公司	调研 期间 ， 	郝鹏 	先后 来到 	南京 工艺 装备 制造 有限 公司 	、 中国 电科 第五十五 研究所 等 企业 ， 详细 了解 企业 改革 发展 、 科技 创新 、 生产 经营 和 党的建设 等 工作 情况 

李鹏飞	中国建材集团	国务院 国资委 改革 办 巡视员 尹义省 、 改革 局 副局长 林庆苗 、 国资委 改革 办 央企 组 处长 	李鹏飞 	， 合肥市 领导 宁波 、 罗平 ， 	中国 建材 集团 	副董事长 李新华 、 副总经理 常 张 利 、 董事会 秘书 、 总经理 助理 光照宇 ， 中国 建材 总院 副院长 、 总会计师 赵延敏 ， 合肥 院 党委 书记 周云峰 、 院长 朱兵 等 相关 领导 参加 了 调研 

鲁网	山东高速集团	 	鲁 网 	9月 21日 讯 在 近 3 个 月 的 时间 里 ， 	山东 高速 集团 	公开 的 邹庆忠 调研 目的地 ， 涵盖 高速 服务区 、 济青 高速 扩建 项目 、 高速 收费站 、 旅游 度假 综合体 等 ， 如何 做好 大 交通 主业 ， 成为 这 位 新任 董事长 最 关心 的 事情 

交通集团	洪军	省 国资委 财务 与 金融 创新 管理处 ， 省 	交通 集团 	党群 工作部 ， 省 公路 建设 有限 公司 相关 负责人 陪同 参加 10月 9日 上午 ， 省 国资委 副主任 、 党委 委员 王晓昀 在 省 	洪军 	 

中国航空工业集团公司	陈元先	 	中国 航空 工业 集团 公司 	副总经理 	陈元先 	调研 认为 ， 经过 多 年 发展 ， 荆门 目前 已 形成 从 研发 到 运营 的 通用 航空 全 产业链 ， 通用 航空 已经 成为 当地 的 特色 “ 产业 名片 ” ， 一 座 通用 航空 新城 正在 加速 崛起 

李继郁	四川省企业家协会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 	李继郁 	先生 ， 四川省 企业 联合会 、 	四川省 企业家 协会 	副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 

中核集团中国核动力研究设计院	彭宇行	11月 21日 ， 国务院 国资委 主任 、 党委 副书记 郝鹏赴 	中核 集团 中国 核动力 研究 设计院 	开展 专题 调研 ， 四川省 副省长 	彭宇行 	， 中核 集团 党组 书记 、 董事长 余剑锋 陪同 调研 

郝鹏	东方电气集团	本 网 讯 11月22日 ， 国务院 国资委 主任 	郝鹏 	在 结束 	东方 电气 集团 	所 属 企业 东方 电机 、 东方 汽轮机 以及 中国 核动力 研究 设计院 、 中国 二重 、 成都 飞机 设计 研究所 和 成飞 公司 的 调研 后 ， 连夜 主持 召开 部分 在 川 中央 企业 座谈会 

翁杰明	中国黄金集团中金珠宝股份有限公司	密集 的 调研 正在 展开 今年 3月 28日 ， 国务院 国企 改革 领导 小组 办公室 副主任 、 国务院 国资委 副主任 	翁杰明 	赴 	中国 黄金 集团 中金 珠宝 股份 有限 公司 	和 北新 集团 建材 股份 有限 公司 两 家 “ 双百 企业 ” 进行 调研 ， 强调 要 坚决 推进 充分 竞争 行业 和 领域 国有 企业 的 市场化 改革 

刘凤花	海渔集团	7月 4日 上午 ， 省 国资委 	刘凤花 	副主任 带领 省 国资委 机关 “ 不 忘 初 心 、 牢记 使命 ” 主题 教育 第四 调研组 赴 	海渔 集团 	白马 井 基地 调研 ， 调研组 围绕 找出 

郝鹏	中国石化所属河北绿源地热能开发有限公司	在 雄 安新区 ， 	郝鹏 	一行 先后 调研 	中国 石化 所 属 河北 绿 源地 热能 开发 有限 公司 	、 “ 千年 秀林 ” 大清河 片 林 一 区 造林 区域 、 雄 安新区 规划 展示 中心 

李栋	建研科技股份公司高性能混凝土研究中心	会议 由 建委 科技处 调研员 徐东林 主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 建宇 （ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 中国 新兴 建设 开发 有限 责任 公司 副总工程师 	李栋 	， 	建 研 科技 股份 公司 高 性能 混凝土 研究 中心 	主任 周永祥 等 审查 专家 出席 会议 

李强	上海汽车集团股份有限公司	上海 市委 书记 	李强 	今天 下午 （ 5月 29日 ） 就 当前 经济 形势 下 推动 国企 改革 发展 赴 	上海 汽车 集团 股份 有限 公司 	、 百 联 集团 有限 公司 调研 

杨早林	四川省企业联合会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 	杨早林 	先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 	四川省 企业 联合会 	、 四川省 企业家 协会 副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 

轻纺集团	徐阳	 	轻纺 集团 	党委 书记 、 董事长 谢英明 ， 党委 副书记 、 总经理 余刚 、 党委 委员 、 副总经理 	徐阳 	参加 调研 活动 

湖南省机场管理集团有限公司	达哲	11月 5日 ， 省 国资委 党委 委员 、 副主任 杨平 带队 到 	湖南省 机场 管理 集团 有限 公司 	（ 以下 简称 省 机场 集团 ） 调研 ， 督导 省 政府 专题 会议 纪要 （ 即 3月 24日 	达哲 	省长 主持 召开 省政府 专题 会议 ， 明确 省 机场 集团 薪酬 、 资产 由省 国资委 监管 ， 业务 工作 由 民航 系统 管理 ） 的 落实 情况 

郝鹏	中广核斯科公司	在 纳 期间 ， 	郝鹏 	还 赴 中 交 集团 鲸湾 港 新 集装箱 码头 、 油 码头 及 管线 项目 和 	中广核 斯科 公司 	湖 山 铀矿 等 在 纳 重大 合作 项目 现场 ， 实地 调研 中央 企业 国际化 经营 情况 和 改革 发展 党建 工作 

王恒	省建设集团有限公司	省 国资委 规划 发展 改革 处 丁正锋 、 政策 法规 与 公司 治理 处 	王恒 	、 财务 监管 与 考核 分配处 丁小琳 ， 	省 建设 集团 有限 公司 	唐群杰 、 省 建设 项目 规划 设计 研究院 夏勇 开 一同 参与 了 调研 

新集公司	赵荣哲	刘勇 同志 到 	新集 公司 	、 淮南 矿业 集团 调研 	赵荣哲 	同志 到 西安 设计 公司 调研 平朔 工业 公司 围绕 拓展 外部 运输 市场 开展 调研 做好 沟通 协调 和 指导 推进 集团 公司 主题 教育 领导 小组 办公室 认真 做好 与 国资委 巡回 指导组 的 沟通 协调 ， 每周一 参加 国资委 巡回 指导组 联络员 会议 ， 每 周 三 报送 集团 公司 主题 教育 特点 亮点 工作 ， 及时 协调 巡回 指导组 参加 集团 公司 集中 学习 研讨 、 调查 研究 等 ， 构建 了 顺畅 的 工作 联系 机制 

中国建材集团	周云峰	国务院 国资委 改革 办 巡视员 尹义省 、 改革 局 副局长 林庆苗 、 国资委 改革 办 央企 组 处长 李鹏飞 ， 合肥市 领导 宁波 、 罗平 ， 	中国 建材 集团 	副董事长 李新华 、 副总经理 常 张 利 、 董事会 秘书 、 总经理 助理 光照宇 ， 中国 建材 总院 副院长 、 总会计师 赵延敏 ， 合肥 院 党委 书记 	周云峰 	、 院长 朱兵 等 相关 领导 参加 了 调研 

王成果	河北永乐胶带有限公司	记者 孟宇 光 摄 河北 新闻网 讯 （ 记者 	王成果 	） 11月 7日 ， 省长 许勤 到 涿州市 中船 重工 海洋 装备 产业 园 项目 、 	河北 永乐 胶带 有限 公司 	调研 ， 主持 召开 企业家 座谈会 

陈飞虎	大唐集团公司	9 级 地震 	陈飞虎 	受邀 出席 第 15 届 中国 - 东盟 博览会 开幕式 并 到 广西 分公司 调研 	大唐 集团 公司 	 

孙力实	平凉祁连山水泥有限公司	本 网 讯 11月 14日 上午 ， 中国 建材 集团 总经理 曹江林 、 党委 副书记 	孙力实 	、 董事会 秘书 、 总经理 助理 光照宇 一行 莅临 	平凉 祁连山 水泥 有限 公司 	调研 指导 工作 

中国林业集团有限公司党委	林展	6月 23日 ， 国务院 国有 资产 监督 管理 委员会 党委 书记 、 主任 郝鹏 ， 在 	中国 林业 集团 有限 公司 党委 	书记 、 董事长 宋权礼 ， 总经理 	林展 	等的 陪同 下 专程 来到 中林·杭州 千岛湖 发展 集团 有限 公司 ， 调研 企业 党建 、 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 、 企业 生产 经营 管理 和 践行 “ 两 山 理论 ” 情况 

中国建材集团	李新华	受 	中国 建材 集团 	董事长 宋志平 委托 ， 副董事长 	李新华 	陪同 调研 指导 

黄祥清	建工集团	省 国资委 规划 发展 处 、 考核 分配处 相关 负责 同志 ， 广业 集团 副总经理 林建兴 、 	黄祥清 	， 广业 集团 、 	建工 集团 	、 粤海 控股 集团 相关 人员 参加 了 调研 

翁杰明	北新集团建材股份有限公司	密集 的 调研 正在 展开 今年 3月 28日 ， 国务院 国企 改革 领导 小组 办公室 副主任 、 国务院 国资委 副主任 	翁杰明 	赴 中国 黄金 集团 中金 珠宝 股份 有限 公司 和 	北新 集团 建材 股份 有限 公司 	两 家 “ 双百 企业 ” 进行 调研 ， 强调 要 坚决 推进 充分 竞争 行业 和 领域 国有 企业 的 市场化 改革 

郝鹏	香港深入招商局集团	2018年 4月 ， 国务院 国资委 主任 	郝鹏 	在 	香港 深入 招商局 集团 	、 华润 集团 、 中国 旅游 集团 调研 时 强调 ， 驻港 中央 企业 要 加快 创新 驱动 和 高质量 发展 步伐 ， 进一步 强化 战略 引领 ， 努力 培育 具有 全球 竞争力 的 世界 一流 企业 

铁投集团	熊启高	省 国资委 党委 委员 、 副主任 任 兴文 ， 省 能 投 集团 党委 书记 、 董事长 郭勇 ， 省 	铁 投 集团 	副总经理 	熊启高 	及 成都市 、 阿坝州 和 金川县 等 相关 领导 参加 调研 

海汽集团公司党委	李轩	 	海汽 集团 公司 党委 	书记 、 董事长 姜宏涛 , 总经理 刘海荣 , 纪委 书记 	李轩 	, 总 会计师 符 人恩 等 参加 调研 

中国建材集团	曹江林	国资委 秘书长 彭华岗 ， 浙江 省政府 副秘书长 高屹 ， 	中国 建材 集团 	党委 副书记 、 副董事长 刘志江 ， 	曹江林 	 

阿罗约	成都举办集团	（ 中建 发展 供稿 ） 相关 报道 菲律宾 众议院 议长 	阿罗约 	出席 南 少林寺 片区 旧城 改造 项目 开工 奠基 仪式 郝鹏 调研 中国 建筑 在京 重点 项目 中国 建筑 召开 扶贫 干部 工作 座谈会 湖北省 第十五 届 运动会 在 中建 八 局 承建 的 黄石 奥林匹克 体育 中心 闭幕 首 届 中国 建筑 基础 设施 科技 创新 推进 工作 研讨 会在 	成都 举办 集团 	领导 与 11 位 参加 工会 十七 大 的 中建 代表 座谈 交流 

洪森	大唐集团公司	9 级 地震 陈飞虎 受邀 出席 第 15 届 中国 - 东盟 博览会 开幕式 并 到 广西 分公司 调研 陈飞虎 出席 柬埔寨 国家 领导人 与 中国 企业 CEO 圆桌 对话 会 并与 	洪森 	首相 进行 深入 交流 	大唐 集团 公司 	召开 党建 质量 提升 推进会 大唐 南京 发电厂 成功 签订 首 份 2019年 售 电 合约 

北勘公司	张春辉	公司 领导 到 石家庄 综合 保税区 标准化 仓库 建设 项目 检查 调研 工作 2018年 4月 25日 ， 	北勘 公司 	副总经理 陆洪根 、 生产 运 营部 主任 王永正 、 科技 质量 与 安全部 副主任 黄彬 、 科技 质量 与 安全部 	张春辉 	一行 四 人 到 石家庄 综合 保税区 标准化 保税 仓库 建设 项目 一 期 工程 进行 检查 调研 ， 第一 勘察 设计 研究所 副所长 王海渤 及 项目 人员 张晓畅 、 杜新鹏 陪同 并 做 详细 讲解 

海汽集团公司党委	姜宏涛	 	海汽 集团 公司 党委 	书记 、 董事长 	姜宏涛 	, 总经理 刘海荣 , 纪委 书记 李轩 , 总 会计师 符 人恩 等 参加 调研 

周旭	重庆市蔡家组团建设开发有限公司	调研 中 ， 	周旭 	认真 听取 了 全 区 国资 国企 工作 情况 汇报 和 重庆 缙云 资产 经营 （ 集团 ） 有限 公司 、 	重庆市 蔡 家 组团 建设 开发 有限 公司 	、 重庆市 北碚区 新 城建设 有限 责任 公司 、 重庆 缙融 资本 运营 管理 有限 公司 工作 开展 情况 汇报 

乔登	中国电信邢台分公司	为 切实 抓好 中央 、 省委 巡视 巡查 反馈 意见 的 整改 落实 工作 ， 1月 18日 ， 市 国资委 调研员 	乔登 	选 、 市 纪委 派驻市 国资委 纪检组 副 组织 长 李学键 等 4 人 组成 检查组 ， 对 	中国 电信 邢台 分公司 	、 邢台 水业 集团 有限 公司 等 5 家 企业 开展 检查 

刘勇	西安设计公司	 	刘勇 	同志 到 新集 公司 、 淮南 矿业 集团 调研 赵荣哲 同志 到 	西安 设计 公司 	调研 平朔 工业 公司 围绕 拓展 外部 运输 市场 开展 调研 做好 沟通 协调 和 指导 推进 集团 公司 主题 教育 领导 小组 办公室 认真 做好 与 国资委 巡回 指导组 的 沟通 协调 ， 每周一 参加 国资委 巡回 指导组 联络员 会议 ， 每 周 三 报送 集团 公司 主题 教育 特点 亮点 工作 ， 及时 协调 巡回 指导组 参加 集团 公司 集中 学习 研讨 、 调查 研究 等 ， 构建 了 顺畅 的 工作 联系 机制 

翁杰明	中国黄金集团中金珠宝股份有限公司	近日 ， 国务院 国有 企业 改革 领导 小组 办公室 副主任 、 国务院 国资委 副主任 	翁杰明 	赴 	中国 黄金 集团 中金 珠宝 股份 有限 公司 	和 北新 集团 建材 股份 有限 公司 两 家 “ 双百 企业 ” 进行 调研 ， 先后 参观 了 中国 黄金 旗舰店 、 北 新 建材 未来 建筑 馆 等 ， 并与 有关 企业 进行 了 座谈 交流 

