建宇	中国新兴建设开发有限责任公司	会议 由 建委 科技处 调研员 徐东林 主持 ， 中国 建筑 科学 研究院 顾问 副总工程师 赵 基达 ， 华夏 	建宇 	（ 北京 ） 混凝土 技术 研究院 院长 路 来 军 ， 中国 建筑 标准 设计 研究院 钢结构 所 所长 王喆 ， 	中国 新兴 建设 开发 有限 责任 公司 	副总工程师 李栋 ， 建研 科技 股份 公司 高 性能 混凝土 研究 中心 主任 周永祥 等 审查 专家 出席 会议 	会议/NN 由/P 建委/NN 科技处/NN 调研员/NN 徐东林/NR 主持/VV ，/PU 中国/NR 建筑/NN 科学/NN 研究院/NN 顾问/NN 副总工程师/NN 赵/NR 基达/VV ，/PU 华夏/NR 	建宇/NR 	（/PU 北京/NR ）/PU 混凝土/NN 技术/NN 研究院/NN 院长/NN 路/NN 来/VV 军/NN ，/PU 中国/NR 建筑/NN 标准/NN 设计/VV 研究院/NN 钢结构/NN 所/MSP 所长/NN 王喆/NR ，/PU 	中国/NR 新兴/JJ 建设/NN 开发/NN 有限/JJ 责任/NN 公司/NN 	副总工程师/NN 李栋/NR ，/PU 建研/NR 科技/NN 股份/NN 公司/NN 高/JJ 性能/NN 混凝土/NN 研究/NN 中心/NN 主任/NN 周永祥/NR 等/ETC 审查/NN 专家/NN 出席/VV 会议/NN 
中国建材集团	宋志平	受 	中国 建材 集团 	董事长 	宋志平 	委托 ， 副董事长 李新华 陪同 调研 指导 	受/VV 	中国/NR 建材/NN 集团/NN 	董事长/NN 	宋志平/NR 	委托/VV ，/PU 副董事长/NN 李新华/NR 陪同/VV 调研/VV 指导/VV 
中铝集团	万红岩	注 ： 本文 素材 由 计划 经营部 提供 	中铝 集团 	人 资部 来 公司 调研 指导 10月 28日 ， 	万 红岩 	 	注/NN ：/PU 本文/NN 素材/NN 由/P 计划/NN 经营部/NN 提供/VV 	中铝/NR 集团/NN 	人/NN 资部/NN 来/MSP 公司/NN 调研/VV 指导/VV 10月/NT 28日/NT ，/PU 	万/CD 红岩/NN 	 
中国银行（卢森堡）有限公司波兰分行	徐坚	会见 波兰 投资 贸易局 局长 托马斯·皮苏拉 （ 右 二 ） 同 	中国 银行 （ 卢森堡 ） 有限 公司 波兰 分行 	座谈 代表团 在 出访 期间 还 拜会 了 我 驻 俄罗斯 大使 李辉 和 驻 波兰 大使 	徐坚 	 	会见/VV 波兰/NR 投资/VV 贸易局/NN 局长/NN 托马斯·皮苏拉/NR （/PU 右/NN 二/CD ）/PU 同/VA 	中国/NR 银行/NN （/PU 卢森堡/NR ）/PU 有限/JJ 公司/NN 波兰/NR 分行/NN 	座谈/NN 代表团/NN 在/P 出访/NN 期间/NN 还/AD 拜会/VV 了/AS 我/PN 驻/VV 俄罗斯/NR 大使/NN 李辉/NR 和/CC 驻/VV 波兰/NR 大使/NN 	徐坚/NR 	 
杨早林	四川省企业家协会	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 	杨早林 	先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 四川省 企业 联合会 、 	四川省 企业家 协会 	副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 罗召贵 先生 等 领导 及 相关 政府 部门 负责人 出席 大会 	全国/NN 工商联/NN 副主席/NN 、/PU 四川省/NR 政协/NN 副主席/NN 、/PU 省/NN 工商联/NN 主席/NN 陈放/NR 先生/NN ，/PU 中国/NR 会展/NN 经济/NN 研究会/NN 会长/NN 袁再清/NR 先生/NN ，/PU 四川省/NR 国资委/NN 党委/NN 委员/NN 、/PU 副主任/NN 秦明/NR 先生/NN ，/PU 四川省/NR 知识/NN 产权局/NN 副局长/NN 	杨早林/NR 	先生/NN ，/PU 四川省/NR 工商/NN 行政/NN 管理局/NN 商标/NN 分局/NN 局长/NN 周广平/NR 先生/NN ，/PU 四川省/NR 发展/NN 和/CC 改革/NN 委员会/NN 调研员/NN 张亚敏/NR 女士/NN ，/PU 四川省/NR 经济/NN 和/CC 信息化/NN 委员会/NN 副/JJ 调研员/NN 刘凯/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政协/NN 原/JJ 常委/NN 、/PU 省/NN 农业厅/NN 原/JJ 常务/JJ 副厅长/NN 傅志康/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政府/NN 原/JJ 副秘书长/NN 张晋川/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省人大/NR 常委会/NN 法制/NN 工作/NN 委员会/NN 原/JJ 主任/NN 杨文/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国/NN 安厅/NN 原/AD 常务/JJ 副厅长/NN 马方/NR 元/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国资委/NN 原/JJ 副主任/NN 李继郁/NR 先生/NN ，/PU 四川省/NR 企业/NN 联合会/NN 、/PU 	四川省/NR 企业家/NN 协会/NN 	副会长/NN 兼/CC 秘书长/NN 梁勤/NR 先生/NN ，/PU 四川省/NR 质量/NN 协会/NN 驻/VV 会/VV 副会长/NN 罗召贵/NR 先生/NN 等/ETC 领导/NN 及/CC 相关/JJ 政府/NN 部门/NN 负责人/NN 出席/VV 大会/NN 
内蒙古北控易嘉生态环境治理有限公司	尹斌	 	内蒙古 北控 易嘉 生态 环境 治理 有限 公司 	总经理 	尹斌 	、 副总经理 何俊峰 、 造价 部 经理 董亚林 、 工程部 经理 鈕殿金 陪同 调研 	 	内蒙古/NR 北控/NR 易嘉/NN 生态/NN 环境/NN 治理/NN 有限/JJ 公司/NN 	总经理/NN 	尹斌/NR 	、/PU 副总经理/NN 何俊峰/NR 、/PU 造价/NN 部/NN 经理/NN 董亚林/NR 、/PU 工程部/NN 经理/NN 鈕殿金/NR 陪同/VV 调研/VV 
刘勇	中煤新集公司	平朔 集团 “ 不忘 初 心 牢记 使命 ” 主题 教育 集中 学习 研讨会 大屯 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 专题 讲座 新集 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 国投 煤炭 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 中心 组 （ 扩大 ） 学习会 中煤 蒙 大 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 中心 组 （ 扩大 ） 学习会 新疆 分公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 中煤 资产 管理 公司 “ 不忘 初 心 、 牢记 使命 ” 主题 教育 集中 学习 同步 开展 调查 研究 6月 19日 至 20日 ， 	刘勇 	同志 围绕 矿井 掘进 提效 到 	中煤 新集 公司 	和 淮南 矿业 集团 调研 	平朔/NR 集团/NN “/PU 不忘/VV 初/AD 心/NN 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 集中/AD 学习/VV 研讨会/NN 大屯/NN 公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 集中/VV 学习/VV 专题/NN 讲座/NN 新集/NN 公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 集中/VV 学习/VV 国投/NR 煤炭/NN 公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 中心/NN 组/NN （/PU 扩大/VV ）/PU 学习会/NN 中煤/NN 蒙/VV 大/JJ 公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 中心/NN 组/NN （/PU 扩大/VV ）/PU 学习会/NN 新疆/NR 分公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 集中/VV 学习/VV 中煤/NR 资产/NN 管理/NN 公司/NN “/PU 不忘/VV 初/AD 心/NN 、/PU 牢记/VV 使命/NN ”/PU 主题/NN 教育/NN 集中/AD 学习/VV 同步/AD 开展/VV 调查/NN 研究/NN 6月/NT 19日/NT 至/CC 20日/NT ，/PU 	刘勇/NR 	同志/NN 围绕/VV 矿井/NN 掘进/VV 提效/VV 到/VV 	中煤/NR 新集/NR 公司/NN 	和/P 淮南/NR 矿业/NN 集团/NN 调研/VV 
鲁泰	济宁）有限公司	调研组 先后 对 济宁市 中山 公用 水 务 有限 公司 、 济宁 落陵 春辉 机械 制造 有限 公司 、 	鲁泰 	控股 凯本 金威 特种 化学品 （ 	济宁 ） 有限 公司 	进行 了 调研 ， 听取 了 混合 所有制 改革 工作 情况 汇报 、 召开 了 座谈会 ， 对 生产 车间 进行 了 实地 走访 ， 了解 了 基层 干部 群众 的 反映 ， 在 推进 混合 所有制 过程 中 采取 的 措施 ， 取得 的 成效 ， 遇到 的 困难 ， 需要 提请 市 经济 体制 改革 专项 小组 解决 的 问题 等 	调研组/NN 先后/AD 对/P 济宁市/NR 中山/NR 公用/JJ 水/NN 务/VV 有限/JJ 公司/NN 、/PU 济宁/NR 落陵/VV 春辉/NR 机械/NN 制造/NN 有限/JJ 公司/NN 、/PU 	鲁泰/NR 	控股/VV 凯本/NR 金威/NN 特种/JJ 化学品/NN （/PU 	济宁/NR ）/PU 有限/JJ 公司/NN 	进行/VV 了/AS 调研/NN ，/PU 听取/VV 了/AS 混合/NN 所有制/NN 改革/NN 工作/NN 情况/NN 汇报/VV 、/PU 召开/VV 了/AS 座谈会/NN ，/PU 对/P 生产/NN 车间/NN 进行/VV 了/AS 实地/JJ 走访/NN ，/PU 了解/VV 了/AS 基层/NN 干部/NN 群众/NN 的/DEG 反映/NN ，/PU 在/P 推进/VV 混合/NN 所有制/NN 过程/NN 中/LC 采取/VV 的/DEC 措施/NN ，/PU 取得/VV 的/DEC 成效/NN ，/PU 遇到/VV 的/DEC 困难/NN ，/PU 需要/VV 提请/VV 市/NN 经济/NN 体制/NN 改革/NN 专项/NN 小组/NN 解决/VV 的/DEC 问题/NN 等/ETC 
肖亚庆	-Transnet轨道交通装备有限公司	在 南 期间 ， 	肖亚庆 	还 访问 了 南非 最 大 的 国有 企业 国家 电力 公司 （ Eskom ） ， 并 赴 中车 	- Transnet 轨道 交通 装备 有限 公司 	、 中钢 南非 公司 、 国家 能源 集团 龙源 南非 可 再生 能源 有限 公司 等 中央 企业 驻 南 机构 实地 调研 ， 了解 国际化 经营 情况 和 改革 发展 党建 工作 	在/P 南/NN 期间/NN ，/PU 	肖亚庆/NR 	还/AD 访问/VV 了/AS 南非/NR 最/AD 大/VA 的/DEC 国有/JJ 企业/NN 国家/NN 电力/NN 公司/NN （/PU Eskom/NR ）/PU ，/PU 并/AD 赴/VV 中车/NN 	-/PU Transnet/NR 轨道/NN 交通/NN 装备/NN 有限/JJ 公司/NN 	、/PU 中钢/NR 南非/NR 公司/NN 、/PU 国家/NN 能源/NN 集团/NN 龙源/NR 南非/NR 可/AD 再生/VV 能源/NN 有限/JJ 公司/NN 等/ETC 中央/NN 企业/NN 驻/VV 南/NN 机构/NN 实地/AD 调研/VV ，/PU 了解/VV 国际化/NN 经营/NN 情况/NN 和/CC 改革/NN 发展/NN 党建/NN 工作/NN 
丛培模	湖南兴湘投资控股集团有限公司	9月 19日 ， 湖南省 国资委 主任 	丛培模 	带队 到 	湖南 兴湘 投资 控股 集团 有限 公司 	调研 企业 重组 整合 、 国资 营运 平台 建设 等 工作 	9月/NT 19日/NT ，/PU 湖南省/NR 国资委/NN 主任/NN 	丛培模/NR 	带队/VV 到/VV 	湖南/NR 兴湘/NR 投资/NN 控股/NN 集团/NN 有限/JJ 公司/NN 	调研/NN 企业/NN 重组/VV 整合/VV 、/PU 国资/NN 营运/NN 平台/NN 建设/NN 等/ETC 工作/NN 
肖亚庆	湘投金天钛金属公司	据 国务院 国资委 26日 消息 ， 近日 ， 国务院 国资委 主任 	肖亚庆 	在 湖南省 深入 中 联 重科 、 	湘投金天钛 金属 公司 	等 企业 调研 ， 详细 了解 企业 生产 经营 、 自主 创新 和 推进 改革 情况 ， 并 主持 召开 国有 企业 改革 座谈会 	据/P 国务院/NN 国资委/NN 26日/NT 消息/NN ，/PU 近日/NT ，/PU 国务院/NN 国资委/NN 主任/NN 	肖亚庆/NR 	在/P 湖南省/NR 深入/NN 中/LC 联/VV 重科/NN 、/PU 	湘投金天钛/NR 金属/NN 公司/NN 	等/P 企业/NN 调研/VV ，/PU 详细/AD 了解/VV 企业/NN 生产/NN 经营/NN 、/PU 自主/JJ 创新/NN 和/CC 推进/VV 改革/NN 情况/NN ，/PU 并/AD 主持/VV 召开/VV 国有/JJ 企业/NN 改革/NN 座谈会/NN 
陕药集团	西安	调研组 先后 来到 	陕 药 集团 	权属 企业 	西安 	杨森 新老 工厂 、 	调研组/NN 先后/AD 来到/VV 	陕/NR 药/NN 集团/NN 	权属/JJ 企业/NN 	西安/NR 	杨森/NR 新老/JJ 工厂/NN 、/PU 
神华乌海能源有限责任公司	雷军	 	神华 乌海 能源 有限 责任 公司 	工程 管理部 经理 苏全喜 、 内蒙古 诚裕 信 工程 项目 管理 有限 公司 董事长 庞有国 、 副总经理 	雷军 	受邀 参加 调研 	 	神华/NR 乌海/NR 能源/NN 有限/JJ 责任/NN 公司/NN 	工程/NN 管理部/NN 经理/NN 苏全喜/NR 、/PU 内蒙古/NR 诚裕/NN 信/NN 工程/NN 项目/NN 管理/NN 有限/JJ 公司/NN 董事长/NN 庞有国/NR 、/PU 副总经理/NN 	雷军/NR 	受邀/VV 参加/VV 调研/NN 
肖亚庆	中国第二重型机械集团有限公司	11月22日 ， 国务院 国资委 主任 	肖亚庆 	到 国机 集团 所 属国 机 重型 装备 集团 股份 有限 公司 （ 以下 简称 “ 国机 重装 ” ） 、 	中国 第二 重型 机械 集团 有限 公司 	（ 以下 简称 “ 中国 二重 ” ） 调研 	11月22日/NT ，/PU 国务院/NN 国资委/NN 主任/NN 	肖亚庆/NR 	到/P 国机/NR 集团/NN 所/MSP 属国/VV 机/NN 重型/JJ 装备/NN 集团/NN 股份/NN 有限/JJ 公司/NN （/PU 以下/AD 简称/VV “/PU 国机/NN 重装/VV ”/PU ）/PU 、/PU 	中国/NR 第二/OD 重型/JJ 机械/NN 集团/NN 有限/JJ 公司/NN 	（/PU 以下/AD 简称/VV “/PU 中国/NR 二重/NR ”/PU ）/PU 调研/VV 
翁杰明	华为技术有限公司	调研 期间 ， 	翁杰明 	还 与 	华为 技术 有限 公司 	进行 了 座谈 ， 并 参观 了 企业 展厅 	调研/NN 期间/NN ，/PU 	翁杰明/NR 	还/AD 与/P 	华为/NR 技术/NN 有限/JJ 公司/NN 	进行/VV 了/AS 座谈/NN ，/PU 并/CC 参观/VV 了/AS 企业/NN 展厅/NN 
中国有色集团党委	张贞民	国务院 国资委 办公厅 有关 同志 ， 	中国 有色 集团 党委 	副书记 、 工会 主席 董长清 ， 纪委 书记 	张贞民 	， 总经理 助理 梁博益 及 总部 各 部门 、 相关 出资 企业 负责 同志 参加 调研 	国务院/NN 国资委/NN 办公厅/NN 有关/JJ 同志/NN ，/PU 	中国/NR 有色/JJ 集团/NN 党委/NN 	副书记/NN 、/PU 工会/NN 主席/NN 董长清/NR ，/PU 纪委/NN 书记/NN 	张贞民/NR 	，/PU 总经理/NN 助理/NN 梁博益/NR 及/CC 总部/NN 各/DT 部门/NN 、/PU 相关/JJ 出资/NN 企业/NN 负责/VV 同志/NN 参加/VV 调研/NN 
国务院国有企业改革领导小组办公室	翁杰明	3月 28日 ， 	国务院 国有 企业 改革 领导 小组 办公室 	副主任 、 国务院 国资委 副主任 	翁杰明 	赴 中国 黄金 集团 中金 珠宝 股份 有限 公司 和 北新 集团 建材 股份 有限 公司 两 家 “ 双百 企业 ” 进行 调研 ， 先后 参观 了 中国 黄金 旗舰店 、 北 新 建材 未来 建筑 馆 等 ， 并与 有关 企业 进行 了 座谈 交流 	3月/NT 28日/NT ，/PU 	国务院/NN 国有/JJ 企业/NN 改革/NN 领导/NN 小组/NN 办公室/NN 	副主任/NN 、/PU 国务院/NN 国资委/NN 副主任/NN 	翁杰明/NR 	赴/VV 中国/NR 黄金/NN 集团/NN 中金/NR 珠宝/NN 股份/NN 有限/JJ 公司/NN 和/CC 北新/NR 集团/NN 建材/NN 股份/NN 有限/JJ 公司/NN 两/CD 家/M “/PU 双百/JJ 企业/NN ”/PU 进行/VV 调研/NN ，/PU 先后/AD 参观/VV 了/AS 中国/NR 黄金/NN 旗舰店/NN 、/PU 北/NN 新/JJ 建材/NN 未来/NT 建筑/NN 馆/NN 等/ETC ，/PU 并与/VV 有关/JJ 企业/NN 进行/VV 了/AS 座谈/NN 交流/NN 
肖亚庆	湘投金天钛金属公司	责任 编辑 ： 李锋 《 湖南 国企 改革 不断 取得 突破 八 项 重点 改革 稳步 推进 》 相关 文章 推荐 三 ： 	肖亚庆 	: 加快 推进 国有 企业 改革 	湘投金天钛 金属 公司 	 	责任/NN 编辑/NN ：/PU 李锋/NR 《/PU 湖南/NR 国企/NN 改革/NN 不断/AD 取得/VV 突破/NN 八/CD 项/M 重点/NN 改革/NN 稳步/AD 推进/VV 》/PU 相关/JJ 文章/NN 推荐/VV 三/CD ：/PU 	肖亚庆/NR 	:/PU 加快/VV 推进/VV 国有/JJ 企业/NN 改革/NN 	湘投金天钛/NR 金属/NN 公司/NN 	 
李鸿	保利集团党委	 	李鸿 	在 陪同 调研 过程 中 强调 ： 一 是 保利 久联 将 一如既往 严格 落实 党中央 、 贵州 省委 省政府 、 	保利 集团 党委 	和 贵州省 国资委 党委 关于 履行 国企 责任 ， 积极 参与 地方 扶贫 ， 打好 脱贫 攻坚战 要求 ， 坚决 打好 册亨 脱贫 攻坚仗 	 	李鸿/NR 	在/P 陪同/VV 调研/NN 过程/NN 中/LC 强调/VV ：/PU 一/CD 是/VC 保利/NR 久联/NN 将/AD 一如既往/AD 严格/AD 落实/VV 党中央/NN 、/PU 贵州/NR 省委/NN 省政府/NN 、/PU 	保利/NR 集团/NN 党委/NN 	和/P 贵州省/NR 国资委/NN 党委/NN 关于/P 履行/VV 国企/NN 责任/NN ，/PU 积极/AD 参与/VV 地方/NN 扶贫/VV ，/PU 打好/VV 脱贫/VV 攻坚战/NN 要求/VV ，/PU 坚决/AD 打好/VV 册亨/NN 脱贫/VV 攻坚仗/NN 
孙喜民	陕药集团	3月 21日 至 22日 ， 省 国资委 党委 副书记 、 主任 任国 、 副主任 	孙喜民 	、 省工 信 厅 总 工程师 崔跃民 等 一行 带着 振兴 陕西 医药 产业 的 命题 赴 	陕 药 集团 	开展 了 为期 两 天 的 调研 活动 ， 	3月/NT 21日/NT 至/CC 22日/NT ，/PU 省/VV 国资委/NN 党委/NN 副书记/NN 、/PU 主任/NN 任国/NR 、/PU 副主任/NN 	孙喜民/NR 	、/PU 省工/NN 信/NN 厅/NN 总/JJ 工程师/NN 崔跃民/NR 等/ETC 一行/NN 带着/P 振兴/VV 陕西/NR 医药/NN 产业/NN 的/DEG 命题/NN 赴/VV 	陕/NR 药/NN 集团/NN 	开展/VV 了/AS 为期/VV 两/CD 天/M 的/DEG 调研/NN 活动/NN ，/PU 
四川省企业联合会	罗召贵	全国 工商联 副主席 、 四川省 政协 副主席 、 省 工商联 主席 陈放 先生 ， 中国 会展 经济 研究会 会长 袁再清 先生 ， 四川省 国资委 党委 委员 、 副主任 秦明 先生 ， 四川省 知识 产权局 副局长 杨早林 先生 ， 四川省 工商 行政 管理局 商标 分局 局长 周广平 先生 ， 四川省 发展 和 改革 委员会 调研员 张亚敏 女士 ， 四川省 经济 和 信息化 委员会 副 调研员 刘凯 先生 ， 省企联 特邀 副 会长 、 省政协 原 常委 、 省 农业厅 原 常务 副厅长 傅志康 先生 ， 省企联 特邀 副 会长 、 省政府 原 副秘书长 张晋川 先生 ， 省企联 顾问 、 省人大 常委会 法制 工作 委员会 原 主任 杨文 先生 ， 省企联 顾问 、 省 国 安厅 原 常务 副厅长 马方 元 先生 ， 省企联 顾问 、 省 国资委 原 副主任 李继郁 先生 ， 	四川省 企业 联合会 	、 四川省 企业家 协会 副会长 兼 秘书长 梁勤 先生 ， 四川省 质量 协会 驻 会 副会长 	罗召贵 	先生 等 领导 及 相关 政府 部门 负责人 出席 大会 	全国/NN 工商联/NN 副主席/NN 、/PU 四川省/NR 政协/NN 副主席/NN 、/PU 省/NN 工商联/NN 主席/NN 陈放/NR 先生/NN ，/PU 中国/NR 会展/NN 经济/NN 研究会/NN 会长/NN 袁再清/NR 先生/NN ，/PU 四川省/NR 国资委/NN 党委/NN 委员/NN 、/PU 副主任/NN 秦明/NR 先生/NN ，/PU 四川省/NR 知识/NN 产权局/NN 副局长/NN 杨早林/NR 先生/NN ，/PU 四川省/NR 工商/NN 行政/NN 管理局/NN 商标/NN 分局/NN 局长/NN 周广平/NR 先生/NN ，/PU 四川省/NR 发展/NN 和/CC 改革/NN 委员会/NN 调研员/NN 张亚敏/NR 女士/NN ，/PU 四川省/NR 经济/NN 和/CC 信息化/NN 委员会/NN 副/JJ 调研员/NN 刘凯/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政协/NN 原/JJ 常委/NN 、/PU 省/NN 农业厅/NN 原/JJ 常务/JJ 副厅长/NN 傅志康/NR 先生/NN ，/PU 省企联/NN 特邀/JJ 副/JJ 会长/NN 、/PU 省政府/NN 原/JJ 副秘书长/NN 张晋川/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省人大/NR 常委会/NN 法制/NN 工作/NN 委员会/NN 原/JJ 主任/NN 杨文/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国/NN 安厅/NN 原/AD 常务/JJ 副厅长/NN 马方/NR 元/NR 先生/NN ，/PU 省企联/NN 顾问/NN 、/PU 省/NN 国资委/NN 原/JJ 副主任/NN 李继郁/NR 先生/NN ，/PU 	四川省/NR 企业/NN 联合会/NN 	、/PU 四川省/NR 企业家/NN 协会/NN 副会长/NN 兼/CC 秘书长/NN 梁勤/NR 先生/NN ，/PU 四川省/NR 质量/NN 协会/NN 驻/VV 会/VV 副会长/NN 	罗召贵/NR 	先生/NN 等/VV 领导/NN 及/CC 相关/JJ 政府/NN 部门/NN 负责人/NN 出席/VV 大会/NN 
中国建材集团	宋志平	浙江省 副省长 朱从玖 ， 	中国 建材 集团 	党委 书记 、 董事长 	宋志平 	陪同 调研 ， 中国 巨石 党委 书记 、 总裁 张毓强 热情 接待 并 汇报 工作 	浙江省/NR 副省长/NN 朱从玖/NR ，/PU 	中国/NR 建材/NN 集团/NN 	党委/NN 书记/NN 、/PU 董事长/NN 	宋志平/NR 	陪同/VV 调研/VV ，/PU 中国/NR 巨石/NN 党委/NN 书记/NN 、/PU 总裁/NN 张毓强/NR 热情/AD 接待/VV 并/CC 汇报/VV 工作/NN 
郝鹏	国机智能科技有限公司	 	郝鹏 	先后 深入 国机 集团 所属 	国机 智能 科技 有限 公司 	、 航空 工业 集团 所属 中航 通用 飞机 有限 责任 公司 和 广州 汽车 、 珠海 格力 电器 等 调研 ， 参观 企业 科研 展厅 、 实验室 、 生产 车间 ， 与 一 线 科研 人员 、 技能 工人 深入 交流 ， 详细 了解 企业 科技 研发 、 转型 升级 、 创新 发展 情况 	 	郝鹏/NR 	先后/AD 深入/VV 国机/NR 集团/NN 所属/VV 	国机/NN 智能/NN 科技/NN 有限/JJ 公司/NN 	、/PU 航空/NN 工业/NN 集团/NN 所属/VV 中航/NR 通用/NR 飞机/NN 有限/JJ 责任/NN 公司/NN 和/CC 广州/NR 汽车/NN 、/PU 珠海/NR 格力/NR 电器/NN 等/ETC 调研/VV ，/PU 参观/VV 企业/NN 科研/NN 展厅/NN 、/PU 实验室/NN 、/PU 生产/NN 车间/NN ，/PU 与/P 一/CD 线/NN 科研/NN 人员/NN 、/PU 技能/NN 工人/NN 深入/VV 交流/NN ，/PU 详细/AD 了解/VV 企业/NN 科技/NN 研发/NN 、/PU 转型/VV 升级/VV 、/PU 创新/VV 发展/NN 情况/NN 
河北建工集团党委	张庆虎	2月 21日 ， 由 河北省 国资委 党委 副书记 曹海燕 带队 ， 河 钢 集团 党委 副书记 李炳军 、 	河北 建工 集团 党委 	副书记 	张庆虎 	， 河北省 国资委 党建处 、 改革 改组 处 ， 河北 建 投 集团 有关 人员 组成 的 调研组 来 公司 ， 就 公司 党建 工作 情况 进行 专题 调研 	2月/NT 21日/NT ，/PU 由/P 河北省/NR 国资委/NN 党委/NN 副书记/NN 曹海燕/NR 带队/VV ，/PU 河/NN 钢/NN 集团/NN 党委/NN 副书记/NN 李炳军/NR 、/PU 	河北/NR 建工/NR 集团/NN 党委/NN 	副书记/NN 	张庆虎/NR 	，/PU 河北省/NR 国资委/NN 党建处/NN 、/PU 改革/NN 改组/NN 处/NN ，/PU 河北/NR 建/VV 投/NN 集团/NN 有关/JJ 人员/NN 组成/VV 的/DEC 调研组/NN 来/MSP 公司/NN ，/PU 就/AD 公司/NN 党建/NN 工作/NN 情况/NN 进行/VV 专题/NN 调研/NN 
东北轻合金有限责任公司	习近平	本报讯 2月 17日 ， 国务院 国资委 主任 、 党委 副书记 肖亚庆在 	东北 轻 合金 有限 责任 公司 	考察 调研 时 强调 ， 要 深入 学习 贯彻 	习近平 	新时代 中国 特色 社会主义 思想 和 	本报讯/NR 2月/NT 17日/NT ，/PU 国务院/NN 国资委/NN 主任/NN 、/PU 党委/NN 副书记/NN 肖亚庆在/NR 	东北/NN 轻/AD 合金/NN 有限/JJ 责任/NN 公司/NN 	考察/VV 调研/VV 时/LC 强调/VV ，/PU 要/VV 深入/AD 学习/VV 贯彻/VV 	习近平/NR 	新时代/NR 中国/NR 特色/NN 社会主义/NN 思想/NN 和/CC 
中车株机公司	周清和	中国 驻 南非 大使馆 商务 参赞 赵中屹 ， 中国 中车 董事长 、 党委 书记 刘化龙 ， 	中车 株机 公司 	董事长 、 党委 书记 	周清 和 	等 陪同 调研 	中国/NR 驻/VV 南非/NR 大使馆/NN 商务/NN 参赞/NN 赵中屹/NR ，/PU 中国/NR 中车/NN 董事长/NN 、/PU 党委/NN 书记/NN 刘化龙/NR ，/PU 	中车/NN 株机/NN 公司/NN 	董事长/NN 、/PU 党委/NN 书记/NN 	周清/NR 和/CC 	等/P 陪同/VV 调研/VV 
神华乌海能源有限责任公司	苏全喜	 	神华 乌海 能源 有限 责任 公司 	工程 管理部 经理 	苏全喜 	、 内蒙古 诚裕 信 工程 项目 管理 有限 公司 董事长 庞有国 、 副总经理 雷军 受邀 参加 调研 	 	神华/NR 乌海/NR 能源/NN 有限/JJ 责任/NN 公司/NN 	工程/NN 管理部/NN 经理/NN 	苏全喜/NR 	、/PU 内蒙古/NR 诚裕/NN 信/NN 工程/NN 项目/NN 管理/NN 有限/JJ 公司/NN 董事长/NN 庞有国/NR 、/PU 副总经理/NN 雷军/NR 受邀/VV 参加/VV 调研/NN 
